  0.00000000E+00 -0.97580490E+01
  0.14703320E-01 -0.97573925E+01
  0.29406640E-01 -0.97554237E+01
  0.44109959E-01 -0.97521443E+01
  0.58813279E-01 -0.97475558E+01
  0.73516599E-01 -0.97416596E+01
  0.88219919E-01 -0.97344558E+01
  0.10292324E+00 -0.97259439E+01
  0.11762656E+00 -0.97161230E+01
  0.13232988E+00 -0.97049931E+01
  0.14703320E+00 -0.96925551E+01
  0.16173652E+00 -0.96788113E+01
  0.17643984E+00 -0.96637645E+01
  0.19114316E+00 -0.96474174E+01
  0.20584648E+00 -0.96297719E+01
  0.22054980E+00 -0.96108288E+01
  0.23525312E+00 -0.95905888E+01
  0.24995644E+00 -0.95690526E+01
  0.26465976E+00 -0.95462220E+01
  0.27936308E+00 -0.95221002E+01
  0.29406640E+00 -0.94966910E+01
  0.30876972E+00 -0.94699981E+01
  0.32347304E+00 -0.94420242E+01
  0.33817636E+00 -0.94127707E+01
  0.35287968E+00 -0.93822376E+01
  0.36758300E+00 -0.93504244E+01
  0.38228632E+00 -0.93173318E+01
  0.39698963E+00 -0.92829616E+01
  0.41169295E+00 -0.92473175E+01
  0.42639627E+00 -0.92104042E+01
  0.44109959E+00 -0.91722260E+01
  0.45580291E+00 -0.91327858E+01
  0.47050623E+00 -0.90920841E+01
  0.48520955E+00 -0.90501192E+01
  0.49991287E+00 -0.90068878E+01
  0.51461619E+00 -0.89623863E+01
  0.52931951E+00 -0.89166116E+01
  0.54402283E+00 -0.88695614E+01
  0.55872615E+00 -0.88212339E+01
  0.57342947E+00 -0.87716271E+01
  0.58813279E+00 -0.87207383E+01
  0.60283611E+00 -0.86685634E+01
  0.61753943E+00 -0.86150981E+01
  0.63224275E+00 -0.85603389E+01
  0.64694607E+00 -0.85042852E+01
  0.66164939E+00 -0.84469410E+01
  0.67635271E+00 -0.83883160E+01
  0.69105603E+00 -0.83284261E+01
  0.70575935E+00 -0.82672925E+01
  0.72046267E+00 -0.82049405E+01
  0.73516599E+00 -0.81413976E+01
  0.74986931E+00 -0.80766921E+01
  0.76457263E+00 -0.80108520E+01
  0.77927595E+00 -0.79439034E+01
  0.79397927E+00 -0.78758710E+01
  0.80868259E+00 -0.78067772E+01
  0.82338591E+00 -0.77366426E+01
  0.83808923E+00 -0.76654865E+01
  0.85279255E+00 -0.75933280E+01
  0.86749587E+00 -0.75201868E+01
  0.88219919E+00 -0.74460854E+01
