 &plot nbnd=  36, nks=   105 /
            0.000000  0.000000  0.000000
  -21.871   -9.968   -5.410   -5.410    0.892    1.635    1.836    2.798    3.267    4.941
    5.587    5.963    5.963    7.917    8.707    9.049   10.118   11.652   12.661   16.140
   17.414   20.118   21.282   22.937   25.842   25.842   26.670   29.224   29.229   29.229
   30.569   32.824   32.824   33.325   33.325   33.817
            0.012500  0.007217  0.000000
  -21.868   -9.963   -5.425   -5.418    0.897    1.640    1.841    2.803    3.272    4.946
    5.592    5.966    5.979    7.922    8.712    9.036   10.124   11.657   12.666   16.144
   17.419   20.130   21.285   22.942   25.799   25.806   26.649   29.180   29.229   29.281
   30.697   32.421   32.609   33.264   33.548   33.725
            0.025000  0.014434  0.000000
  -21.857   -9.950   -5.471   -5.442    0.912    1.655    1.857    2.818    3.288    4.961
    5.606    5.973    6.028    7.937    8.727    8.997   10.144   11.671   12.681   16.157
   17.434   20.167   21.292   22.956   25.677   25.690   26.607   29.082   29.243   29.429
   31.023   31.754   32.257   32.977   33.063   33.131
            0.037500  0.021651  0.000000
  -21.838   -9.928   -5.547   -5.482    0.937    1.680    1.882    2.844    3.313    4.986
    5.630    5.986    6.108    7.962    8.753    8.932   10.176   11.695   12.706   16.179
   17.459   20.227   21.304   22.981   25.477   25.495   26.580   28.996   29.267   29.656
   31.043   31.456   31.894   32.311   32.321   32.679
            0.050000  0.028868  0.000000
  -21.813   -9.897   -5.652   -5.537    0.972    1.716    1.918    2.879    3.349    5.021
    5.663    6.001    6.219    7.996    8.789    8.843   10.223   11.729   12.741   16.209
   17.494   20.309   21.320   23.015   25.179   25.269   26.587   28.942   29.300   29.941
   30.324   31.533   31.534   31.564   31.942   32.325
            0.062500  0.036084  0.000000
  -21.779   -9.858   -5.784   -5.606    1.017    1.762    1.964    2.925    3.394    5.067
    5.705    6.018    6.359    8.041    8.730    8.834   10.285   11.772   12.787   16.248
   17.538   20.413   21.336   23.060   24.824   25.017   26.625   28.918   29.343   29.605
   30.268   30.763   30.816   31.179   31.926   31.952
            0.075000  0.043301  0.000000
  -21.739   -9.809   -5.942   -5.687    1.072    1.817    2.021    2.981    3.450    5.122
    5.755    6.037    6.529    8.095    8.593    8.890   10.361   11.824   12.842   16.296
   17.593   20.536   21.349   23.114   24.442   24.748   26.685   28.890   28.912   29.397
   30.001   30.077   30.621   30.834   31.236   31.313
            0.087500  0.050518  0.000000
  -21.691   -9.752   -6.123   -5.780    1.138    1.884    2.087    3.047    3.516    5.188
    5.812    6.056    6.725    8.159    8.434    8.956   10.454   11.886   12.907   16.351
   17.657   20.676   21.355   23.179   24.055   24.472   26.757   28.184   28.902   29.250
   29.368   29.458   30.497   30.523   30.598   30.980
            0.100000  0.057735  0.000000
  -21.636   -9.686   -6.327   -5.882    1.213    1.960    2.164    3.123    3.592    5.263
    5.873    6.078    6.947    8.224    8.262    9.032   10.562   11.957   12.983   16.413
   17.731   20.830   21.343   23.254   23.685   24.191   26.832   27.488   28.508   28.564
   29.008   29.530   29.823   29.876   30.170   31.053
            0.112500  0.064952  0.000000
